难,難,nán,ㄋㄢˊ,difficult/problem,audio/ㄋㄢˊ.wav
男,男,nán,ㄋㄢˊ,male,audio/ㄋㄢˊ.wav
脑,腦,nǎo,ㄋㄠˇ,brain,audio/ㄋㄠˇ.wav
呢,呢,ne,ㄋㄜ˙,"question particle (e.g. ""What about...?"")",audio/ㄋㄜ˙.wav
能,能,néng,ㄋㄥˊ,can/may,audio/ㄋㄥˊ.wav
你,你,nǐ,ㄋㄧˇ,you,audio/ㄋㄧˇ.wav
年,年,nián,ㄋㄧㄢˊ,year,audio/ㄋㄧㄢˊ.wav
您,您,nín,ㄋㄧㄣˊ,you (formal),audio/ㄋㄧㄣˊ.wav
牛,牛,niú,ㄋㄧㄡˊ,ox/cow/bull,audio/ㄋㄧㄡˊ.wav
女,女,nǚ,ㄋㄩˇ,female/woman,audio/ㄋㄩˇ.wav
旁,旁,páng,ㄆㄤˊ,beside/one side,audio/ㄆㄤˊ.wav
跑,跑,pǎo,ㄆㄠˇ,to run/to escape,audio/ㄆㄠˇ.wav
朋,朋,péng,ㄆㄥˊ,friend,audio/ㄆㄥˊ.wav
票,票,piào,ㄆㄧㄠˋ,bank note/ticket,audio/ㄆㄧㄠˋ.wav
七,七,qī,ㄑㄧ,seven,audio/ㄑㄧ.wav
期,期,qī,ㄑㄧ,a period of time/phase,audio/ㄑㄧ.wav
起,起,qǐ,ㄑㄧˇ,to rise/to raise,audio/ㄑㄧˇ.wav
气,氣,qì,ㄑㄧˋ,air/gas/weather/anger,audio/ㄑㄧˋ.wav
汽,汽,qì,ㄑㄧˋ,steam/vapor,audio/ㄑㄧˋ.wav
钱,錢,qián,ㄑㄧㄢˊ,coin/money,audio/ㄑㄧㄢˊ.wav
前,前,qián,ㄑㄧㄢˊ,before/in front,audio/ㄑㄧㄢˊ.wav
请,請,qǐng,ㄑㄧㄥˇ,to ask/to request,audio/ㄑㄧㄥˇ.wav
球,球,qiú,ㄑㄧㄡˊ,ball/sphere,audio/ㄑㄧㄡˊ.wav
去,去,qù,ㄑㄩˋ,to go/to leave/to remove,audio/ㄑㄩˋ.wav
热,熱,rè,ㄖㄜˋ,heat/to heat up/hot (weather),audio/ㄖㄜˋ.wav
人,人,rén,ㄖㄣˊ,man/person/people,audio/ㄖㄣˊ.wav
认,認,rèn,ㄖㄣˋ,to recognize/to know/to admit,audio/ㄖㄣˋ.wav
日,日,rì,ㄖˋ,Japan/day/sun/date,audio/ㄖˋ.wav
肉,肉,ròu,ㄖㄡˋ,meat/flesh,audio/ㄖㄡˋ.wav
三,三,sān,ㄙㄢ,three,audio/ㄙㄢ.wav
山,山,shān,ㄕㄢ,mountain/hill,audio/ㄕㄢ.wav
商,商,shāng,ㄕㄤ,commerce/consult,audio/ㄕㄤ.wav
上,上,shàng,ㄕㄤˋ,on/on top/upon/upper,audio/ㄕㄤˋ.wav
少,少,shǎo,ㄕㄠˇ,few/little/lack/young,audio/ㄕㄠˇ.wav
绍,紹,shào,ㄕㄠˋ,connect/to introduce,audio/ㄕㄠˋ.wav
谁,誰,shéi,ㄕㄟˊ,who,audio/ㄕㄟˊ.wav
身,身,shēn,ㄕㄣ,body/torso,audio/ㄕㄣ.wav
